place_id,review,review_rating,review_publish_time,review_publish_time_str
ChIJ-fLiwWrFfkcR446Y2U5Dr4A,"Authentic Chinese food, better than many other so called European Chinese food.",4,2024-02-19T11:45:34Z,3 months ago
ChIJ-fLiwWrFfkcR446Y2U5Dr4A,Food is genuine. Chinese recipes and all but service was so bad. The indian man throw the plates for us like he was angry we were even there. Place is rather dirty. Not recommended for non chinese. That's it,3,2022-10-21T09:07:42Z,a year ago
ChIJ-fLiwWrFfkcR446Y2U5Dr4A,"Probably the best Chinese restaurant in Padua , if you like real Chinese food.",5,2022-12-19T14:35:29Z,a year ago
ChIJ-fLiwWrFfkcR446Y2U5Dr4A,Top quality,5,2021-10-30T17:16:53Z,2 years ago
ChIJ5z92x7DbfkcRkQO5jLe7XA4,"Good music, but they have to improve the service and the quality of the food",3,2019-11-13T08:02:59Z,4 years ago
ChIJ5z92x7DbfkcRkQO5jLe7XA4,Mha...,1,2023-04-21T18:21:44Z,a year ago
ChIJ5z92x7DbfkcRkQO5jLe7XA4,Worder,5,2022-08-25T08:08:36Z,a year ago
ChIJ5z92x7DbfkcRkQO5jLe7XA4,Top,5,2022-09-18T21:51:32Z,a year ago
ChIJ5z92x7DbfkcRkQO5jLe7XA4,"I went with friends to a singing school event. Entrance + dinner 20 euros, excellent combo!
The waiters were not very knowledgeable but helpful... you can't pay with the pos at the table.
I bring back the photo of the hamburger we got, nothing special, a little dry...
Great setting for evenings like this but I won't go back to eat",3,2024-02-12T14:42:55Z,3 months ago
ChIJH5aei1XafkcRLNB9MpVEF_g,"We thoroughly enjoyed every meal we had at this restaurant whilst on holiday in Padova.  The staff were friendly and efficient, the restaurant was clean and attractive and we also enjoyed eating on the terrace.  The food was all freshly cooked and tasty and the pizzas were excellent too.  We would thoroughly recommend this restaurant without hesitation.",5,2024-05-11T17:24:15Z,3 weeks ago
ChIJH5aei1XafkcRLNB9MpVEF_g,Really nice restaurant located on charming small square. Lots of tables inside and few outside. We tried Bigoli del Nonna and it was brilliant! Good house wine. Absolutely worth a visit.,5,2024-05-10T21:01:22Z,3 weeks ago
ChIJH5aei1XafkcRLNB9MpVEF_g,very rude waiter. terribly rude and no wonder no one is sitting.,1,2024-05-26T10:22:41Z,in the last week
ChIJH5aei1XafkcRLNB9MpVEF_g,"Not bad Pizza, it was not best I had, but quite good. The staff is not very friendly, Italian style of charging everything is awful! 3x €2,5 for 3 small grisini packages. We had 3 pizzas, water and soda the bill was €37,20, i gave 4 €10 bills and get €1 back! Either they do not know mathematics or they are rude.I was thinking about tipping them, but it looks like they´ve tipped themselves!",4,2023-06-10T08:13:47Z,11 months ago
ChIJH5aei1XafkcRLNB9MpVEF_g,"Courteous and friendly service. I received the wrong dish and they were very apologetic and quick to replace it. The restaurant is located in a cosy little street, but very close to the center. The food was great, I definitely recommend it!",5,2023-07-11T03:46:31Z,10 months ago
ChIJfxPgA-fafkcRaFk7SCN2LeQ,"Great place on the outskirts of Padua, really good food and excellent wine pairing. Friendly staff. A unique suggestion: the bigoli with duck and thyme!",5,2019-10-06T07:11:29Z,4 years ago
ChIJfxPgA-fafkcRaFk7SCN2LeQ,"Name is fun, and service and food do not disappoint",5,2023-07-01T22:38:40Z,11 months ago
ChIJfxPgA-fafkcRaFk7SCN2LeQ,Very good food 😋 and nice people 😍,5,2020-08-08T21:20:06Z,3 years ago
ChIJfxPgA-fafkcRaFk7SCN2LeQ,Food and service was perfect.,5,2022-10-30T06:53:16Z,a year ago
ChIJfxPgA-fafkcRaFk7SCN2LeQ,"Horse meet , it was great",4,2023-05-09T11:48:43Z,a year ago
ChIJvyiVxUvbfkcRgRlKtiaeKcY,"The food was good, not perfect meat quality but very well prepared. The guys were friendly and professional. Just too expensive for my taste, regarding the quality and location. And everything was extra, you order just the meat...",4,2022-05-31T19:16:28Z,2 years ago
ChIJvyiVxUvbfkcRgRlKtiaeKcY,Small restaurant excellent pizza staff very friendly.,5,2019-10-26T16:37:17Z,4 years ago
ChIJvyiVxUvbfkcRgRlKtiaeKcY,A family affair. The good One!,5,2021-02-07T13:30:14Z,3 years ago
ChIJvyiVxUvbfkcRgRlKtiaeKcY,Best fiorentina,5,2020-01-17T22:26:52Z,4 years ago
ChIJvyiVxUvbfkcRgRlKtiaeKcY,"WITHOUT ANY DOUBT HIGHLY RECOMMENDED!

Finding myself in the area sleeping for work I wanted to eat ""a piece of meat"" for dinner.

I am welcomed by the very nice and friendly owners in this extremely nice place with a few seats, soft lights and pleasant music, a showcase with good bottles and a truly suggestive and inviting fireplace with embers.

I had dinner with a slice of beef cooked to perfection seasoned with parmesan rocket and balsamic vinegar and accompanied by a totally USELESS knife because that cut of meat was so tender. Delicious potatoes on the side and an excellent Montepulciano of which I won't deny having made an encore closed the meal. A very delicate tiramisu, which borders on food pornography and a kindly offered sip of Malvasia decorated everything with bows.

Summing up:
indisputable quality of the products used, impeccable service and beautiful surroundings.

The price is certainly balanced and adequate for the service offered in its entirety.

I never review a place except for real merits. Just forgive the low quality of the photos.
I will return without a shadow of a doubt for pleasure or otherwise. I highly recommend anyone reading this to do the same.",5,2023-11-21T20:50:26Z,6 months ago
ChIJoc1PNqTcfkcRKKH7NMD89Aw,"Great bar!! Wonderful breakfasts, friendliness and friendliness every morning!
Lunch break to try, with first courses, salads of all kinds!",5,2024-02-19T09:43:37Z,3 months ago
ChIJoc1PNqTcfkcRKKH7NMD89Aw,"Spacious and very clean environment, excellent for breakfast with a wide choice of croissants and more, and delicious coffee served by a fast, precise and friendly barista",5,2023-11-02T06:36:36Z,7 months ago
ChIJoc1PNqTcfkcRKKH7NMD89Aw,"I come here for lunch when I'm in the area for work, excellent quality homemade food, good and plentiful first courses and exceptional salads, the pastry brioches and cappuccino for breakfast are also excellent, the place is welcoming and large, the tables are comfortable and spacious the service is fast and great and the staff are friendly and helpful, the bathrooms are ok and have hot water",4,2019-05-21T11:04:34Z,5 years ago
ChIJoc1PNqTcfkcRKKH7NMD89Aw,"I go there very often for an aperitif and I must say that it's a really nice place, the place is spotless and the guy is uniquely kind... Abundant spritz and always accompanied by lots of delicious things made on the spot! I highly recommend it because perhaps being attached to the dispenser it doesn't attract much, but it is infinitely better than other bars!
Forgive the photo a bit like this in a second, but I hope it gives you an idea",5,2020-07-02T07:49:02Z,3 years ago
ChIJoc1PNqTcfkcRKKH7NMD89Aw,"I go there often because the sandwiches are very fresh and light, the owner prepares them every morning, and always finishes them before closing. Tasty and abundant first courses. DOC Bavarian quality beer, in the autumn the Octoberfest variant can be tasted. Record-breaking “mirror” cleaning!!!!",5,2023-03-22T14:24:31Z,a year ago
ChIJvRG-bTTbfkcRhtEN5zhv8bs,xcxxxxxc,2,2019-08-23T18:19:17Z,4 years ago
ChIJvRG-bTTbfkcRhtEN5zhv8bs,"Wonderful people.
Very kind and nice…
I recommend this place to everyone!❤️🙏🏽",5,2024-04-25T20:37:12Z,a month ago
ChIJvRG-bTTbfkcRhtEN5zhv8bs,Hidden pearl on the outskirts of Padua. Free-range but friendly atmosphere,4,2023-09-01T10:20:49Z,9 months ago
ChIJvRG-bTTbfkcRhtEN5zhv8bs,"HIGHLY RECOMMENDED!!!
Great place, rustic, typical and welcoming environment. Highly recommended. Wide range of wines and other spirits, excellent quality products.",5,2019-07-03T19:55:19Z,4 years ago
ChIJvRG-bTTbfkcRhtEN5zhv8bs,"A little difficult place to reach if you don't know the area, good choice of wines both in bottles and in bulk, good value for money",5,2017-01-03T21:11:54Z,7 years ago
ChIJM--CPh3FfkcRk4sldKN9ye8,Great place with great alcohol,5,2021-09-19T19:05:49Z,2 years ago
ChIJM--CPh3FfkcRk4sldKN9ye8,Nothing to add. The others did it,3,2019-08-03T23:28:58Z,4 years ago
ChIJM--CPh3FfkcRk4sldKN9ye8,"Classic Pub, not large and very quiet. Great for tasting a good beer and eating something! Good service and ok prices. Advised!",5,2024-03-27T16:26:40Z,2 months ago
ChIJM--CPh3FfkcRk4sldKN9ye8,"Great pub in Villatora, a little small but still with plenty of seating. Frequented mostly by young people who know well how excellent this pub is. There is a wide choice of beers both in bottles and cans but also on tap. The piadinas are excellent! The service is quite fast, you will have to wait a bit to eat but it's worth it. Very kind and friendly owner. Large outdoor parking. Prices more or less average... maybe you spend a little less. Stunning interior space. Advised!",5,2020-02-09T20:27:29Z,4 years ago
ChIJM--CPh3FfkcRk4sldKN9ye8,"Classic pub, well decorated and welcoming with ample parking and enough seating. Excellent fried foods and decent dishes (sandwiches, wraps, club sandwiches, etc.).
Quite varied assortment of beers, it has never disappointed me.
Recommended for a warm evening with friends!",4,2022-12-16T13:48:02Z,a year ago
ChIJD1J4l1DafkcRv9L1ufyvcHo,"Lovely dinner with family, the service was excellent and very friendly too. Prices reasonable compared to other places visited. I had the mixed seafood starter €14 and the mixed seafood for a second €15. I would book in advance as it was very busy. The tiramisu was excellent too",4,2024-01-15T06:51:21Z,4 months ago
ChIJD1J4l1DafkcRv9L1ufyvcHo,"Historic restaurant in Padova with beautiful interiors. We tried their pizza and while the Kamut pasta was good, we didn't enjoy the traditional dough that much. The dessert selection was limited but the tiramisù was good. The staff was friendly and the service was fast.",4,2022-12-29T05:44:00Z,a year ago
ChIJD1J4l1DafkcRv9L1ufyvcHo,"Absolutely love this place. In the center of Padova, very large variety of first dishes (primo piatti like pasta, risotto), second dishes (secondo piatti like fish and meat) and different pizzas. Everything we’ve tried was very delicious😋 you should definitely save some room for dessert (try tiramisu!!)
+ they also serve house wine",5,2023-02-19T09:46:05Z,a year ago
ChIJD1J4l1DafkcRv9L1ufyvcHo,The food is of mediocre quality. The carbonara was not creamy at all. It is more of a tourist place.,3,2023-12-30T09:27:19Z,5 months ago
ChIJD1J4l1DafkcRv9L1ufyvcHo,"Bellissimo e delizioso! The food was so good, especially the tartufo pasta! Can’t wait to also give the pizza a try. We had an amazing time, since our waitress was so lovely and made us feel so welcome! We chatted a bit in German, French and Italian. Even though we had not made a reservation in advance, they had a lovely table available for us. Thank you for such a wonderful evening",5,2022-11-12T10:14:23Z,a year ago
ChIJy1zB1n3ZfkcRSLvFtt2ZaJc,"High quality food.  You will not go wrong, and you will be treated very well 👍👍",5,2024-05-20T17:03:18Z,a week ago
ChIJy1zB1n3ZfkcRSLvFtt2ZaJc,"Typical trattoria in Padua for those who love cod.  We had a lunch for work and this place, despite a very simple mise en place, impressed us with the quality of the food.  I was able to choose a trio of cod: alla vicentina, in sauce and marinara ... served with polenta.  Really tasty!  My colleagues opted for the mixed fried fish and seafood.  I have tasted it and it is spectacular!  All washed down with a sparkling local wine.  To finish the dessert of cream and raspberry mousse on chocolate flakes.  How not to end up without a coffee and a local liqueur?  Done!  Special liqueur ""Of Dorange Bollo"".  Wonderful!",4,2020-12-04T10:51:17Z,3 years ago
ChIJy1zB1n3ZfkcRSLvFtt2ZaJc,The lunch special was amazing. And the house white wine is delicious. 100% would go again.,5,2024-05-10T12:52:10Z,3 weeks ago
ChIJy1zB1n3ZfkcRSLvFtt2ZaJc,If you like (or want to try) salt cold (baccalà) this is the place. A delicious range on offer. Non-salt cod dishes also available.,5,2023-10-15T08:29:07Z,7 months ago
ChIJy1zB1n3ZfkcRSLvFtt2ZaJc,"first time .. A friendly place, clean and quiet! I ate well. I'll be back for sure !! 👍🏽",5,2022-06-11T21:34:51Z,a year ago
ChIJ-18_3u3afkcRA_zk7zbJF3M,"Nothing special but you can find what you are looking for right there!
I would go again",4,2023-03-11T13:33:39Z,a year ago
ChIJ-18_3u3afkcRA_zk7zbJF3M,"The review refers to the service offered through too good to go, absolutely unprofessional, after placing the order I arrive at the restaurant, among other things in the rain, and find everything closed for some time. Luckily the site is reliable and refunded me, but I found it to be really unprofessional behavior on the part of the place, if you are not open at this time, put up an order collection window during opening hours, don't screw the people like that.",1,2024-02-26T19:17:35Z,3 months ago
ChIJ-18_3u3afkcRA_zk7zbJF3M,"Small but welcoming bar, equipped with a large seating area with tables, where it is possible to enjoy good breakfasts, excellent aperitifs, but also take a lunch break with daily menus always prepared with care. You can find arancini and other Sicilian street food dishes, or taste the Gufo spritz, a house specialty prepared with the Sicilian amaro of Giancasciu. Open every day except Sunday.",4,2021-10-05T17:49:01Z,2 years ago
ChIJ-18_3u3afkcRA_zk7zbJF3M,And after the delicious pizzas made with three re-milled flours I wanted to try the arancino with homemade ragù and fried in Sicilian olive oil. An obligatory stop for an aperitif in Padua or for a typical dinner.,5,2023-01-24T06:35:11Z,a year ago
ChIJ-18_3u3afkcRA_zk7zbJF3M,First time I go... recommended... I would say very satisfactory... nice staff,4,2024-04-29T15:30:50Z,a month ago
ChIJs0KpGH3bfkcRKbC80U2Min0,"Nice little spot right on the square. Short little wait to get a table, but nothing crazy. Friendly staff and nice atmosphere. The food is good, but not great. You do have the standard menu of set items or you can design your own plate.",4,2024-03-12T10:24:44Z,2 months ago
ChIJs0KpGH3bfkcRKbC80U2Min0,"An excellent pasta place.
We went there without a reservation, but, we still got seated, even if we had to wait like half an hour, but, it was worth it, so, if you want to have some great pastas, make sure you make a reservation in time, cause you don't want to miss this place, even if you have to wait.",5,2024-05-05T20:45:37Z,3 weeks ago
ChIJs0KpGH3bfkcRKbC80U2Min0,The ordering and payment system is innovative and convenient. Also the chance of choosing each item of the pasta. They charge €2 per person service charge.,4,2024-03-14T12:37:21Z,2 months ago
ChIJs0KpGH3bfkcRKbC80U2Min0,"A very cute restaurant for some pasta in the center of Padova... the Staff is friendly and kind.... They serve free water with the food... The prices are very cheap, you can pay at your table with your phone😊🧡 we will come again!!",5,2024-03-10T15:49:54Z,2 months ago
ChIJs0KpGH3bfkcRKbC80U2Min0,"Very nice innovative restaurant, fresh pasta, incredibly convenient app driven menu and payment options. Thoroughly enjoyed the seating area and atmosphere. Great location and pricing. We'll be back!",5,2023-08-09T08:22:39Z,9 months ago
ChIJL-HUfEjFfkcRLMrF-O4jY6c,"Verry good place to be!
The food is fantastic take tartar and carbonara it is delicious! The staff is friendly and helpful. There is a nice ambiance and you can choose to sit indoor or outdoor! Also the drinks are from a good level so when you are around this place for to this restaurant!",5,2023-06-11T13:11:13Z,11 months ago
ChIJL-HUfEjFfkcRLMrF-O4jY6c,"Explanations given with passion, the suggestions were top notch. Knowledge of beer and wines. Recommended! Best to reserve.",5,2022-09-22T06:43:41Z,a year ago
ChIJL-HUfEjFfkcRLMrF-O4jY6c,The team pampers you. Excellent á la carte,4,2024-03-13T16:03:10Z,2 months ago
ChIJL-HUfEjFfkcRLMrF-O4jY6c,"Great place for food, dessert and a good beer. Nice atmosphere and people",5,2016-05-08T04:37:28Z,8 years ago
ChIJL-HUfEjFfkcRLMrF-O4jY6c,Superb food.,5,2023-11-07T19:09:00Z,6 months ago
ChIJEeD7SKvbfkcRqo0NAH0k_u8,Very nice restaurant with an elegant internal design. It is 5-6 minutes walk to the botanical garden. At first feels like a touristic place but locals were eating there in winter. Recommended.,5,2024-02-20T13:19:13Z,3 months ago
ChIJEeD7SKvbfkcRqo0NAH0k_u8,I like the all the dishes including the pasta and the risotto! Definitely an recommendation. The restaurant is situated in an really old building with wall paintings.,4,2024-03-04T18:44:58Z,2 months ago
ChIJEeD7SKvbfkcRqo0NAH0k_u8,"Carbonara is just the best I’ve tried anywhere else in Italy! The place has atmosphere like I went to the old times of 20-30s, really vintage and beautiful. Prosecco was also amazing. I will come again. One note is only about an old man who was standing near me and looking at me making everything to make me leave after one hour on the table, even if I didn’t finish my Prosecco yet. But it was a holiday of st.Valentine’s, so can understand they were expecting many other people. But still wouldn’t want to experience that again, and hope I will not when I come next time, I still liked everything a lot",5,2024-02-25T22:11:52Z,3 months ago
ChIJEeD7SKvbfkcRqo0NAH0k_u8,"The food is delicious, portions and prices in line. It was crowded during lunch, but the staff is very well organized. Recommendation!",4,2024-04-07T13:28:48Z,a month ago
ChIJEeD7SKvbfkcRqo0NAH0k_u8,The place and decor was so amazing that we felt we were dining in a museum. The service was impeccable. The food was tasty and the portion sizes was just right. The entire fine dining experience is a major highlight of this place.,5,2023-07-25T09:41:59Z,10 months ago
ChIJZ3saHuXafkcRrRT36MISFaE,"We went to Da Pippo twice during our trip, for lunch and for dinner. We had 8 different dishes and they were all very tasty! The desserts are also very good! Great food and great value.
This will definitely be my go-to place if I get to visit Padua again.",5,2022-07-17T13:00:24Z,a year ago
ChIJZ3saHuXafkcRrRT36MISFaE,"Typical Trattoria with a small and simple but good enough selection of Pasta, main dishes and Dolci. Great value for money.",4,2018-08-29T09:28:11Z,5 years ago
ChIJZ3saHuXafkcRrRT36MISFaE,"Cooking recipes (for strong bellies) should be revisited. The awful draft wine can be improved.. Euganean hills can offer better quality of wine today even much better on bottle.
I appreciated the woman kindness who welcomed and served us.
I won't do the same mistake twice...",2,2018-04-14T12:21:45Z,6 years ago
ChIJZ3saHuXafkcRrRT36MISFaE,"Local food. Full meal with wine, water and coffee for 12€.",4,2021-12-21T12:37:59Z,2 years ago
ChIJZ3saHuXafkcRrRT36MISFaE,"Staff not polite. We tried to call several times to reserve, they didn't answer, and when we arrived they were full and didn't try to help or apologize.",1,2018-10-04T11:51:29Z,5 years ago
ChIJC628jEXafkcRb38-THnIM0E,"We loved it. I've lived in Texas, California, New Mexico, Arizona and cabo Mexico. So I grew up exposed to different styles of Mexican food. My husband thats Italian is new this type of food and lovvvvvveeeeeessssss it. So we were thrilled to try this restaurant. The female staff is beyond amazing and kind.
The drinks we loved so much we had 4. The food was delicious. Wonderful flavor in ever bite. 😋
Just wish the male waiter wasn't so rude to us when we arrived and sat down. Before I looked at the menu I asked him if they had a few dishes. He just quickly rudely said no and walked off. My husband was about to yell at him but I told him let it go. Luckily the food I asked about was on the menu. The guy was nicer after he saw that I was talking with the owner. But not about him. We talked about food and travel. So so sweet ❤️.

Honestly if I hadn't meet her, my review would have less stars because of the guy. But still same good review on the food and drinks. (He was also rude to other tables. I may not speak itlian yet but I understand it and venician. My husband speaks all dialects and a few other languages because of his job. Both of us have lived in Africa as well. And I've lived in China/ Beijing. So I listen to hear if locals are talking badly about me lol 😆 or others. I mentioned this because we heard another table also upset by his behavior.
I know some behavior is the itlian way, but his wouldn't do well in other countries at all. I was a sous chef, restaurant manager at 3 restaurants and executive chef at a casino in the usa. Mostly fusion cuisine.
Each country is different of course. But the ones I've lived in except italy wouldn't allow his bad disposition)",5,2022-09-12T10:26:22Z,a year ago
ChIJC628jEXafkcRb38-THnIM0E,"The staff was really nice although our order took around 40 minutes to be served. As I have tried many authentic Mexican restaurants before, I must say that this one was not authentic. It was more Italian-Mexican, tailored to satisfy the italian tastebuds. Portions look big but plates are full of green salads containing radicchio which is typically Italian and is not typical of the Mexican cuisine. The 3 stars go for the nice staff and the very nice decoration.",3,2023-07-09T11:17:22Z,10 months ago
ChIJC628jEXafkcRb38-THnIM0E,"the stars only go to 5, but this place is a 10/10. the staff is fantastic, the location is beautiful, the service is amazing, and the food is unmatched. if you’re looking for a laid back place to eat an absolutely delicious dinner, look no further- this is the place to go. truly the best mexican restaurant in italy",5,2023-07-02T18:13:44Z,11 months ago
ChIJC628jEXafkcRb38-THnIM0E,"The atmosphere is nice, the employees are super friendly +considerable ,and each set of food is in large amount and dilicious! The only downside is the space at second floor is a little bit smaller. Still, I will recommend the restaurant to my friends!",4,2019-12-13T10:16:42Z,4 years ago
